Input Start Date,Input End Date,Start Date,End Date,Model Result,Model Sharpe,SPY Buy/Hold Result,SPY Sharpe,SPY Delta
2022-03-05 00:00:00,2023-03-05 00:00:00,2022-03-08 00:00:00,2023-03-03 00:00:00,6.39,0.354703,-1.32,0.060612,7.71
2022-02-10 00:00:00,2023-02-10 00:00:00,2022-02-11 00:00:00,2023-02-10 00:00:00,3.14,0.264327,-5.86,-0.133468,9.0
2023-07-10 00:00:00,2024-07-09 00:00:00,2023-07-11 00:00:00,2024-07-09 00:00:00,78.25,2.665106,27.38,2.254191,50.87
2022-04-20 00:00:00,2023-04-20 00:00:00,2022-04-21 00:00:00,2023-04-20 00:00:00,24.62,0.814592,-4.38,-0.079584,29.0
2024-02-23 00:00:00,2025-02-22 00:00:00,2024-02-26 00:00:00,2025-02-21 00:00:00,93.86,2.424466,7.64,1.717263,86.22
2021-10-21 00:00:00,2022-10-21 00:00:00,2021-10-22 00:00:00,2022-10-21 00:00:00,-21.46,-0.604688,-16.15,-0.656871,-5.31
2022-12-16 00:00:00,2023-12-16 00:00:00,2022-12-19 00:00:00,2023-12-15 00:00:00,78.3,2.515125,25.38,1.7844,52.92
2022-09-18 00:00:00,2023-09-18 00:00:00,2022-09-20 00:00:00,2023-09-18 00:00:00,69.23,1.903353,17.32,1.01341,51.91
2023-03-13 00:00:00,2024-03-12 00:00:00,2023-03-14 00:00:00,2024-03-12 00:00:00,101.16,3.226537,33.93,2.529885,67.23
2023-11-05 00:00:00,2024-11-04 00:00:00,2023-11-07 00:00:00,2024-11-04 00:00:00,91.78,2.511694,25.16,2.985632,66.62
2022-12-16 00:00:00,2023-12-16 00:00:00,2022-12-19 00:00:00,2023-12-15 00:00:00,78.3,2.515125,25.38,1.7844,52.92
2022-04-03 00:00:00,2023-04-03 00:00:00,2022-04-05 00:00:00,2023-04-03 00:00:00,2.21,0.235506,-7.34,-0.213014,9.55
2022-02-06 00:00:00,2023-02-06 00:00:00,2022-02-08 00:00:00,2023-02-06 00:00:00,1.3,0.21378,-7.64,-0.211982,8.94
2024-04-13 00:00:00,2025-04-13 00:00:00,2024-04-16 00:00:00,2025-04-11 00:00:00,63.81,1.550264,7.83,2.633611,55.98
2023-12-06 00:00:00,2024-12-05 00:00:00,2023-12-07 00:00:00,2024-12-05 00:00:00,121.8,2.991071,19.34,2.648542,102.46
2022-10-11 00:00:00,2023-10-11 00:00:00,2022-10-12 00:00:00,2023-10-11 00:00:00,82.56,2.154149,24.3,1.420905,58.26
2022-02-08 00:00:00,2023-02-08 00:00:00,2022-02-09 00:00:00,2023-02-08 00:00:00,-0.98,0.148716,-8.79,-0.263553,7.81
2022-03-25 00:00:00,2023-03-25 00:00:00,2022-03-28 00:00:00,2023-03-24 00:00:00,-5.83,-0.000379,-11.72,-0.421368,5.89
2023-12-08 00:00:00,2024-12-07 00:00:00,2023-12-11 00:00:00,2024-12-06 00:00:00,121.9,3.010137,18.37,2.547759,103.53
2021-10-17 00:00:00,2022-10-17 00:00:00,2021-10-19 00:00:00,2022-10-17 00:00:00,-24.14,-0.715354,-17.37,-0.730328,-6.77
2023-04-17 00:00:00,2024-04-16 00:00:00,2023-04-18 00:00:00,2024-04-16 00:00:00,80.95,2.7998,23.32,1.86586,57.63
2023-02-26 00:00:00,2024-02-26 00:00:00,2023-02-28 00:00:00,2024-02-26 00:00:00,85.31,2.870178,29.63,2.187589,55.68
2024-02-11 00:00:00,2025-02-10 00:00:00,2024-02-13 00:00:00,2025-02-10 00:00:00,121.35,2.867636,10.24,2.055159,111.11
2024-01-15 00:00:00,2025-01-14 00:00:00,2024-01-17 00:00:00,2025-01-14 00:00:00,112.07,2.761908,15.32,2.513708,96.75
2024-02-06 00:00:00,2025-02-05 00:00:00,2024-02-07 00:00:00,2025-02-05 00:00:00,120.59,2.789413,9.35,1.818,111.24
2022-11-19 00:00:00,2023-11-19 00:00:00,2022-11-22 00:00:00,2023-11-17 00:00:00,65.71,2.073099,14.5,1.030465,51.21
2022-04-15 00:00:00,2023-04-15 00:00:00,2022-04-19 00:00:00,2023-04-14 00:00:00,8.81,0.41911,-5.75,-0.142184,14.56
2024-07-02 00:00:00,2025-07-02 00:00:00,2024-07-03 00:00:00,2025-07-02 00:00:00,94.0,2.04159,-1.86,-2.147738,95.86
2021-11-04 00:00:00,2022-11-04 00:00:00,2021-11-05 00:00:00,2022-11-04 00:00:00,-22.3,-0.658703,-18.46,-0.762294,-3.84
2024-07-03 00:00:00,2025-07-03 00:00:00,2024-07-05 00:00:00,2025-07-03 00:00:00,99.59,2.125133,-2.42,-2.998107,102.01
2023-04-28 00:00:00,2024-04-27 00:00:00,2023-05-01 00:00:00,2024-04-26 00:00:00,81.99,2.672701,24.09,1.94633,57.9
2023-02-12 00:00:00,2024-02-12 00:00:00,2023-02-14 00:00:00,2024-02-12 00:00:00,71.31,2.563806,23.25,1.77092,48.06
2023-05-07 00:00:00,2024-05-06 00:00:00,2023-05-09 00:00:00,2024-05-06 00:00:00,81.86,2.662232,27.53,2.186578,54.33
2021-10-10 00:00:00,2022-10-10 00:00:00,2021-10-12 00:00:00,2022-10-10 00:00:00,-20.35,-0.556898,-15.72,-0.655592,-4.63
2024-02-06 00:00:00,2025-02-05 00:00:00,2024-02-07 00:00:00,2025-02-05 00:00:00,120.59,2.789413,9.35,1.818,111.24
2022-04-25 00:00:00,2023-04-25 00:00:00,2022-04-26 00:00:00,2023-04-25 00:00:00,29.23,0.913517,-0.75,0.080512,29.98
2023-08-30 00:00:00,2024-08-29 00:00:00,2023-08-31 00:00:00,2024-08-29 00:00:00,69.17,2.203344,21.86,1.995679,47.31
2024-04-05 00:00:00,2025-04-05 00:00:00,2024-04-08 00:00:00,2025-04-04 00:00:00,42.14,1.238334,4.68,1.435227,37.46
2023-12-07 00:00:00,2024-12-06 00:00:00,2023-12-08 00:00:00,2024-12-06 00:00:00,117.35,2.92776,18.83,2.59552,98.52
2023-05-20 00:00:00,2024-05-19 00:00:00,2023-05-23 00:00:00,2024-05-17 00:00:00,89.15,2.868909,29.71,2.363153,59.44
2024-07-14 00:00:00,2025-07-14 00:00:00,2024-07-16 00:00:00,2025-07-14 00:00:00,95.11,2.084024,-4.18,-10.007766,99.29
2024-06-12 00:00:00,2025-06-12 00:00:00,2024-06-13 00:00:00,2025-06-12 00:00:00,74.63,1.7954,0.1,0.134045,74.53
2023-02-25 00:00:00,2024-02-25 00:00:00,2023-02-28 00:00:00,2024-02-23 00:00:00,85.31,2.870178,30.11,2.223691,55.2
2022-10-30 00:00:00,2023-10-30 00:00:00,2022-11-01 00:00:00,2023-10-30 00:00:00,50.66,1.559011,9.78,0.682924,40.88
2021-11-30 00:00:00,2022-11-30 00:00:00,2021-12-01 00:00:00,2022-11-30 00:00:00,-21.13,-0.577525,-8.14,-0.231632,-12.99
2022-07-21 00:00:00,2023-07-21 00:00:00,2022-07-22 00:00:00,2023-07-21 00:00:00,72.71,1.942646,16.32,0.895997,56.39
2023-07-12 00:00:00,2024-07-11 00:00:00,2023-07-13 00:00:00,2024-07-11 00:00:00,74.92,2.614879,25.51,2.114262,49.41
2022-11-23 00:00:00,2023-11-23 00:00:00,2022-11-25 00:00:00,2023-11-22 00:00:00,64.1,2.06551,14.88,1.050803,49.22
2022-11-05 00:00:00,2023-11-05 00:00:00,2022-11-08 00:00:00,2023-11-03 00:00:00,70.77,2.021635,15.58,1.028708,55.19
2022-09-27 00:00:00,2023-09-27 00:00:00,2022-09-28 00:00:00,2023-09-27 00:00:00,65.02,1.795822,16.79,0.992789,48.23
2023-05-24 00:00:00,2024-05-23 00:00:00,2023-05-25 00:00:00,2024-05-23 00:00:00,82.38,2.719367,28.68,2.286671,53.7
2023-12-08 00:00:00,2024-12-07 00:00:00,2023-12-11 00:00:00,2024-12-06 00:00:00,121.9,3.010137,18.37,2.547759,103.53
2021-11-24 00:00:00,2022-11-24 00:00:00,2021-11-26 00:00:00,2022-11-23 00:00:00,-19.96,-0.53529,-10.99,-0.366717,-8.97
2022-03-13 00:00:00,2023-03-13 00:00:00,2022-03-15 00:00:00,2023-03-13 00:00:00,0.96,0.209032,-8.11,-0.24799,9.07
2022-11-05 00:00:00,2023-11-05 00:00:00,2022-11-08 00:00:00,2023-11-03 00:00:00,70.77,2.021635,15.58,1.028708,55.19
2024-03-18 00:00:00,2025-03-18 00:00:00,2024-03-19 00:00:00,2025-03-18 00:00:00,58.53,1.658482,5.29,1.404863,53.24
2023-09-30 00:00:00,2024-09-29 00:00:00,2023-10-03 00:00:00,2024-09-27 00:00:00,95.41,2.690681,29.72,2.914227,65.69
2022-12-25 00:00:00,2023-12-25 00:00:00,2022-12-28 00:00:00,2023-12-22 00:00:00,97.2,2.883621,27.66,1.941697,69.54
2023-06-17 00:00:00,2024-06-16 00:00:00,2023-06-21 00:00:00,2024-06-14 00:00:00,86.65,2.922591,26.13,2.151227,60.52
2023-11-25 00:00:00,2024-11-24 00:00:00,2023-11-28 00:00:00,2024-11-22 00:00:00,132.29,3.036304,20.21,2.670279,112.08
2022-04-23 00:00:00,2023-04-23 00:00:00,2022-04-26 00:00:00,2023-04-21 00:00:00,29.72,0.926267,0.74,0.146851,28.98
2022-05-08 00:00:00,2023-05-08 00:00:00,2022-05-10 00:00:00,2023-05-08 00:00:00,38.45,1.120378,5.17,0.341869,33.28
2023-06-28 00:00:00,2024-06-27 00:00:00,2023-06-29 00:00:00,2024-06-27 00:00:00,85.26,2.800121,26.46,2.175336,58.8
2022-11-02 00:00:00,2023-11-02 00:00:00,2022-11-03 00:00:00,2023-11-02 00:00:00,58.07,1.725652,17.93,1.151669,40.14
2022-09-08 00:00:00,2023-09-08 00:00:00,2022-09-09 00:00:00,2023-09-08 00:00:00,71.51,1.919855,11.36,0.691302,60.15
2022-05-23 00:00:00,2023-05-23 00:00:00,2022-05-24 00:00:00,2023-05-23 00:00:00,49.95,1.418888,6.91,0.422989,43.04
2021-08-06 00:00:00,2022-08-06 00:00:00,2021-08-09 00:00:00,2022-08-05 00:00:00,-9.18,-0.153794,-5.15,-0.156921,-4.03
2023-11-03 00:00:00,2024-11-02 00:00:00,2023-11-06 00:00:00,2024-11-01 00:00:00,93.18,2.534906,25.52,3.013892,67.66
2022-04-03 00:00:00,2023-04-03 00:00:00,2022-04-05 00:00:00,2023-04-03 00:00:00,2.21,0.235506,-7.34,-0.213014,9.55
2023-11-09 00:00:00,2024-11-08 00:00:00,2023-11-10 00:00:00,2024-11-08 00:00:00,118.9,2.856271,24.12,2.950279,94.78
2024-07-11 00:00:00,2025-07-11 00:00:00,2024-07-12 00:00:00,2025-07-11 00:00:00,103.1,2.16309,-3.35,-6.143644,106.45
2022-03-25 00:00:00,2023-03-25 00:00:00,2022-03-28 00:00:00,2023-03-24 00:00:00,-5.83,-0.000379,-11.72,-0.421368,5.89
2021-12-02 00:00:00,2022-12-02 00:00:00,2021-12-03 00:00:00,2022-12-02 00:00:00,-17.56,-0.431484,-8.9,-0.267653,-8.66
2022-03-22 00:00:00,2023-03-22 00:00:00,2022-03-23 00:00:00,2023-03-22 00:00:00,-2.61,0.093167,-10.15,-0.342984,7.54
2024-06-14 00:00:00,2025-06-14 00:00:00,2024-06-17 00:00:00,2025-06-13 00:00:00,74.51,1.775906,-0.75,-0.585465,75.26
2023-06-24 00:00:00,2024-06-23 00:00:00,2023-06-27 00:00:00,2024-06-21 00:00:00,85.76,2.859646,26.59,2.194868,59.17
2022-08-20 00:00:00,2023-08-20 00:00:00,2022-08-23 00:00:00,2023-08-18 00:00:00,55.48,1.612424,7.59,0.492845,47.89
2022-01-22 00:00:00,2023-01-22 00:00:00,2022-01-25 00:00:00,2023-01-20 00:00:00,-0.59,0.16578,-7.4,-0.199147,6.81
2021-08-31 00:00:00,2022-08-31 00:00:00,2021-09-01 00:00:00,2022-08-31 00:00:00,-14.58,-0.344206,-11.29,-0.464046,-3.29
2021-10-05 00:00:00,2022-10-05 00:00:00,2021-10-06 00:00:00,2022-10-05 00:00:00,-18.89,-0.500718,-11.98,-0.465274,-6.91
2023-07-04 00:00:00,2024-07-03 00:00:00,2023-07-06 00:00:00,2024-07-03 00:00:00,79.87,2.698918,27.18,2.23849,52.69
2022-04-14 00:00:00,2023-04-14 00:00:00,2022-04-18 00:00:00,2023-04-14 00:00:00,11.9,0.499927,-4.23,-0.071452,16.13
2022-02-10 00:00:00,2023-02-10 00:00:00,2022-02-11 00:00:00,2023-02-10 00:00:00,3.14,0.264327,-5.86,-0.133468,9.0
2023-07-21 00:00:00,2024-07-20 00:00:00,2023-07-24 00:00:00,2024-07-19 00:00:00,67.32,2.408249,22.56,1.881558,44.76
2022-08-04 00:00:00,2023-08-04 00:00:00,2022-08-05 00:00:00,2023-08-04 00:00:00,57.67,1.683741,9.83,0.597403,47.84
2022-08-04 00:00:00,2023-08-04 00:00:00,2022-08-05 00:00:00,2023-08-04 00:00:00,57.67,1.683741,9.83,0.597403,47.84
2022-06-09 00:00:00,2023-06-09 00:00:00,2022-06-10 00:00:00,2023-06-09 00:00:00,66.58,1.747003,12.16,0.665243,54.42
2021-08-23 00:00:00,2022-08-23 00:00:00,2021-08-24 00:00:00,2022-08-23 00:00:00,-14.57,-0.349406,-6.64,-0.22843,-7.93
2022-06-07 00:00:00,2023-06-07 00:00:00,2022-06-08 00:00:00,2023-06-07 00:00:00,53.94,1.502482,5.49,0.361648,48.45
2023-02-08 00:00:00,2024-02-08 00:00:00,2023-02-09 00:00:00,2024-02-08 00:00:00,69.57,2.515176,24.27,1.829043,45.3
2022-12-04 00:00:00,2023-12-04 00:00:00,2022-12-06 00:00:00,2023-12-04 00:00:00,62.36,2.091696,17.79,1.277386,44.57
2022-06-10 00:00:00,2023-06-10 00:00:00,2022-06-13 00:00:00,2023-06-09 00:00:00,77.93,1.962341,16.58,0.868933,61.35
2022-12-26 00:00:00,2023-12-26 00:00:00,2022-12-28 00:00:00,2023-12-26 00:00:00,97.2,2.883621,28.2,1.969579,69.0
2023-11-06 00:00:00,2024-11-05 00:00:00,2023-11-07 00:00:00,2024-11-05 00:00:00,92.53,2.520787,25.16,2.985632,67.37
2024-02-23 00:00:00,2025-02-22 00:00:00,2024-02-26 00:00:00,2025-02-21 00:00:00,93.86,2.424466,7.64,1.717263,86.22
2022-04-20 00:00:00,2023-04-20 00:00:00,2022-04-21 00:00:00,2023-04-20 00:00:00,24.62,0.814592,-4.38,-0.079584,29.0
2024-01-01 00:00:00,2024-12-31 00:00:00,2024-01-03 00:00:00,2024-12-31 00:00:00,117.63,2.889914,16.18,2.502671,101.45
2022-05-06 00:00:00,2023-05-06 00:00:00,2022-05-09 00:00:00,2023-05-05 00:00:00,39.79,1.157552,5.39,0.351286,34.4
2024-04-16 00:00:00,2025-04-16 00:00:00,2024-04-17 00:00:00,2025-04-16 00:00:00,66.94,1.602026,8.48,2.880076,58.46
2022-08-12 00:00:00,2023-08-12 00:00:00,2022-08-15 00:00:00,2023-08-11 00:00:00,43.35,1.362875,5.61,0.389343,37.74
2022-11-26 00:00:00,2023-11-26 00:00:00,2022-11-29 00:00:00,2023-11-24 00:00:00,67.5,2.146161,17.01,1.190607,50.49
2023-03-17 00:00:00,2024-03-16 00:00:00,2023-03-20 00:00:00,2024-03-15 00:00:00,97.41,3.225283,31.36,2.410116,66.05
2023-10-17 00:00:00,2024-10-16 00:00:00,2023-10-18 00:00:00,2024-10-16 00:00:00,112.27,2.969113,27.12,2.847922,85.15
2021-11-21 00:00:00,2022-11-21 00:00:00,2021-11-23 00:00:00,2022-11-21 00:00:00,-20.64,-0.561187,-14.44,-0.530271,-6.2
2024-02-02 00:00:00,2025-02-01 00:00:00,2024-02-05 00:00:00,2025-01-31 00:00:00,120.82,2.798045,10.58,2.011499,110.24
2024-04-19 00:00:00,2025-04-19 00:00:00,2024-04-22 00:00:00,2025-04-17 00:00:00,65.23,1.570879,8.66,3.090612,56.57
2024-05-14 00:00:00,2025-05-14 00:00:00,2024-05-15 00:00:00,2025-05-14 00:00:00,90.22,1.950782,2.49,1.337222,87.73
2022-02-09 00:00:00,2023-02-09 00:00:00,2022-02-10 00:00:00,2023-02-09 00:00:00,1.3,0.212001,-7.93,-0.225238,9.23
2021-08-27 00:00:00,2022-08-27 00:00:00,2021-08-30 00:00:00,2022-08-26 00:00:00,-11.96,-0.250582,-9.1,-0.350222,-2.86
2024-06-22 00:00:00,2025-06-22 00:00:00,2024-06-25 00:00:00,2025-06-20 00:00:00,85.13,1.925644,-0.66,-0.573387,85.79
2024-06-16 00:00:00,2025-06-16 00:00:00,2024-06-18 00:00:00,2025-06-16 00:00:00,74.23,1.768795,-1.01,-0.81967,75.24
2024-02-14 00:00:00,2025-02-13 00:00:00,2024-02-15 00:00:00,2025-02-13 00:00:00,110.15,2.737259,8.5,1.760176,101.65
2024-06-25 00:00:00,2025-06-25 00:00:00,2024-06-26 00:00:00,2025-06-25 00:00:00,88.46,1.981732,-0.78,-0.710879,89.24
2022-04-11 00:00:00,2023-04-11 00:00:00,2022-04-12 00:00:00,2023-04-11 00:00:00,10.56,0.46503,-4.93,-0.103289,15.49
2022-03-28 00:00:00,2023-03-28 00:00:00,2022-03-29 00:00:00,2023-03-28 00:00:00,-12.75,-0.231634,-12.84,-0.476119,0.09
2023-08-15 00:00:00,2024-08-14 00:00:00,2023-08-16 00:00:00,2024-08-14 00:00:00,71.85,2.25975,24.83,2.119285,47.02
2024-05-05 00:00:00,2025-05-05 00:00:00,2024-05-07 00:00:00,2025-05-05 00:00:00,70.66,1.670975,5.0,2.350837,65.66
2022-08-24 00:00:00,2023-08-24 00:00:00,2022-08-25 00:00:00,2023-08-24 00:00:00,57.83,1.65795,5.84,0.401236,51.99
2022-11-10 00:00:00,2023-11-10 00:00:00,2022-11-11 00:00:00,2023-11-10 00:00:00,53.68,1.760578,12.3,0.888558,41.38
2021-12-24 00:00:00,2022-12-24 00:00:00,2021-12-28 00:00:00,2022-12-23 00:00:00,-22.79,-0.601063,-18.4,-0.726509,-4.39
2024-02-14 00:00:00,2025-02-13 00:00:00,2024-02-15 00:00:00,2025-02-13 00:00:00,110.15,2.737259,8.5,1.760176,101.65
2022-08-11 00:00:00,2023-08-11 00:00:00,2022-08-12 00:00:00,2023-08-11 00:00:00,46.78,1.435704,6.05,0.410832,40.73
2023-03-08 00:00:00,2024-03-07 00:00:00,2023-03-09 00:00:00,2024-03-07 00:00:00,100.59,3.244749,33.47,2.473048,67.12
2022-03-10 00:00:00,2023-03-10 00:00:00,2022-03-11 00:00:00,2023-03-10 00:00:00,4.59,0.305416,-6.64,-0.177242,11.23
2023-11-18 00:00:00,2024-11-17 00:00:00,2023-11-21 00:00:00,2024-11-15 00:00:00,120.39,2.875023,20.65,2.686856,99.74
2022-01-18 00:00:00,2023-01-18 00:00:00,2022-01-19 00:00:00,2023-01-18 00:00:00,-8.94,-0.089269,-11.93,-0.405137,2.99
2021-08-25 00:00:00,2022-08-25 00:00:00,2021-08-26 00:00:00,2022-08-25 00:00:00,-9.54,-0.166122,-4.66,-0.126072,-4.88
2023-04-22 00:00:00,2024-04-21 00:00:00,2023-04-25 00:00:00,2024-04-19 00:00:00,74.09,2.53426,23.7,1.911488,50.39
2021-10-05 00:00:00,2022-10-05 00:00:00,2021-10-06 00:00:00,2022-10-05 00:00:00,-18.89,-0.500718,-11.98,-0.465274,-6.91
2023-12-30 00:00:00,2024-12-29 00:00:00,2024-01-03 00:00:00,2024-12-27 00:00:00,119.32,2.925125,16.18,2.502671,103.14
2024-05-26 00:00:00,2025-05-26 00:00:00,2024-05-29 00:00:00,2025-05-23 00:00:00,75.18,1.77776,3.21,1.979145,71.97
2022-10-18 00:00:00,2023-10-18 00:00:00,2022-10-19 00:00:00,2023-10-18 00:00:00,67.49,1.889392,18.58,1.162487,48.91
2024-05-31 00:00:00,2025-05-31 00:00:00,2024-06-03 00:00:00,2025-05-30 00:00:00,78.85,1.831776,2.88,1.921033,75.97
2023-06-30 00:00:00,2024-06-29 00:00:00,2023-07-03 00:00:00,2024-06-28 00:00:00,78.72,2.647513,24.35,2.034764,54.37
2022-07-31 00:00:00,2023-07-31 00:00:00,2022-08-02 00:00:00,2023-07-31 00:00:00,68.27,1.868934,14.02,0.800673,54.25
2023-08-15 00:00:00,2024-08-14 00:00:00,2023-08-16 00:00:00,2024-08-14 00:00:00,71.85,2.25975,24.83,2.119285,47.02
2022-11-06 00:00:00,2023-11-06 00:00:00,2022-11-08 00:00:00,2023-11-06 00:00:00,70.77,2.021635,15.85,1.041675,54.92
2022-11-30 00:00:00,2023-11-30 00:00:00,2022-12-01 00:00:00,2023-11-30 00:00:00,57.15,1.947094,13.8,1.008731,43.35
2023-10-03 00:00:00,2024-10-02 00:00:00,2023-10-04 00:00:00,2024-10-02 00:00:00,89.11,2.534716,28.78,2.846251,60.33
2023-06-10 00:00:00,2024-06-09 00:00:00,2023-06-13 00:00:00,2024-06-07 00:00:00,82.84,2.784146,24.07,1.989717,58.77
2023-10-15 00:00:00,2024-10-14 00:00:00,2023-10-17 00:00:00,2024-10-14 00:00:00,107.62,2.893092,25.42,2.657119,82.2
2022-07-06 00:00:00,2023-07-06 00:00:00,2022-07-07 00:00:00,2023-07-06 00:00:00,76.8,1.956546,14.87,0.817795,61.93
2023-11-27 00:00:00,2024-11-26 00:00:00,2023-11-28 00:00:00,2024-11-26 00:00:00,131.12,3.011778,20.21,2.670279,110.91
2022-12-28 00:00:00,2023-12-28 00:00:00,2022-12-29 00:00:00,2023-12-28 00:00:00,91.89,2.790569,26.21,1.860416,65.68
2023-10-15 00:00:00,2024-10-14 00:00:00,2023-10-17 00:00:00,2024-10-14 00:00:00,107.62,2.893092,25.42,2.657119,82.2
2023-01-24 00:00:00,2024-01-24 00:00:00,2023-01-25 00:00:00,2024-01-24 00:00:00,67.2,2.378338,23.08,1.71862,44.12
2022-12-22 00:00:00,2023-12-22 00:00:00,2022-12-23 00:00:00,2023-12-22 00:00:00,87.51,2.682278,25.58,1.7981,61.93
2024-04-13 00:00:00,2025-04-13 00:00:00,2024-04-16 00:00:00,2025-04-11 00:00:00,63.81,1.550264,7.83,2.633611,55.98
2021-09-27 00:00:00,2022-09-27 00:00:00,2021-09-28 00:00:00,2022-09-27 00:00:00,-16.8,-0.43027,-14.95,-0.639414,-1.85
2022-08-17 00:00:00,2023-08-17 00:00:00,2022-08-18 00:00:00,2023-08-17 00:00:00,47.09,1.433958,3.63,0.285355,43.46
2024-05-12 00:00:00,2025-05-12 00:00:00,2024-05-14 00:00:00,2025-05-12 00:00:00,81.31,1.813735,3.76,1.897711,77.55
2022-11-03 00:00:00,2023-11-03 00:00:00,2022-11-04 00:00:00,2023-11-03 00:00:00,60.74,1.794408,17.32,1.1201,43.42
2024-02-10 00:00:00,2025-02-09 00:00:00,2024-02-13 00:00:00,2025-02-07 00:00:00,121.35,2.867636,10.24,2.055159,111.11
2022-04-04 00:00:00,2023-04-04 00:00:00,2022-04-05 00:00:00,2023-04-04 00:00:00,2.73,0.249933,-7.86,-0.236467,10.59
2023-04-14 00:00:00,2024-04-13 00:00:00,2023-04-17 00:00:00,2024-04-12 00:00:00,86.95,2.964774,25.2,2.013186,61.75
2022-12-27 00:00:00,2023-12-27 00:00:00,2022-12-28 00:00:00,2023-12-27 00:00:00,97.39,2.88161,28.43,1.979439,68.96
2023-08-10 00:00:00,2024-08-09 00:00:00,2023-08-11 00:00:00,2024-08-09 00:00:00,66.93,2.141483,23.15,1.962027,43.78
2024-07-14 00:00:00,2025-07-14 00:00:00,2024-07-16 00:00:00,2025-07-14 00:00:00,95.11,2.084024,-4.18,-10.007766,99.29
2024-06-09 00:00:00,2025-06-09 00:00:00,2024-06-11 00:00:00,2025-06-09 00:00:00,78.89,1.878884,1.12,0.898416,77.77
2022-05-28 00:00:00,2023-05-28 00:00:00,2022-06-01 00:00:00,2023-05-26 00:00:00,51.26,1.456197,4.28,0.307006,46.98
2022-05-14 00:00:00,2023-05-14 00:00:00,2022-05-17 00:00:00,2023-05-12 00:00:00,34.41,1.074456,2.51,0.224037,31.9
2023-06-04 00:00:00,2024-06-03 00:00:00,2023-06-06 00:00:00,2024-06-03 00:00:00,82.13,2.783624,25.09,2.058226,57.04
2023-10-02 00:00:00,2024-10-01 00:00:00,2023-10-03 00:00:00,2024-10-01 00:00:00,95.16,2.680145,29.72,2.914227,65.44
2023-08-22 00:00:00,2024-08-21 00:00:00,2023-08-23 00:00:00,2024-08-21 00:00:00,75.15,2.335705,23.87,2.087659,51.28
2023-08-18 00:00:00,2024-08-17 00:00:00,2023-08-21 00:00:00,2024-08-16 00:00:00,75.06,2.331973,24.91,2.147912,50.15
2024-06-05 00:00:00,2025-06-05 00:00:00,2024-06-06 00:00:00,2025-06-05 00:00:00,81.32,1.884904,1.56,1.159593,79.76
2021-09-18 00:00:00,2022-09-18 00:00:00,2021-09-21 00:00:00,2022-09-16 00:00:00,-14.55,-0.335936,-9.74,-0.367761,-4.81
2021-11-06 00:00:00,2022-11-06 00:00:00,2021-11-09 00:00:00,2022-11-04 00:00:00,-22.42,-0.669509,-18.26,-0.754799,-4.16
2024-05-07 00:00:00,2025-05-07 00:00:00,2024-05-08 00:00:00,2025-05-07 00:00:00,73.96,1.720162,4.99,2.368702,68.97
2024-05-16 00:00:00,2025-05-16 00:00:00,2024-05-17 00:00:00,2025-05-16 00:00:00,88.16,1.923022,2.55,1.401864,85.61
2023-06-29 00:00:00,2024-06-28 00:00:00,2023-06-30 00:00:00,2024-06-28 00:00:00,82.14,2.723145,24.49,2.041129,57.65
2024-01-19 00:00:00,2025-01-18 00:00:00,2024-01-22 00:00:00,2025-01-17 00:00:00,123.94,2.897857,12.66,2.166393,111.28
2023-03-29 00:00:00,2024-03-28 00:00:00,2023-03-30 00:00:00,2024-03-28 00:00:00,92.35,3.149944,31.45,2.456138,60.9
2024-06-16 00:00:00,2025-06-16 00:00:00,2024-06-18 00:00:00,2025-06-16 00:00:00,74.23,1.768795,-1.01,-0.81967,75.24
2021-10-03 00:00:00,2022-10-03 00:00:00,2021-10-05 00:00:00,2022-10-03 00:00:00,-20.79,-0.57539,-14.07,-0.582911,-6.72
2023-10-29 00:00:00,2024-10-28 00:00:00,2023-10-31 00:00:00,2024-10-28 00:00:00,116.54,2.993155,30.77,3.418074,85.77
2023-04-11 00:00:00,2024-04-10 00:00:00,2023-04-12 00:00:00,2024-04-10 00:00:00,85.1,2.962532,27.82,2.196238,57.28
2023-01-02 00:00:00,2024-01-02 00:00:00,2023-01-04 00:00:00,2024-01-02 00:00:00,86.56,2.703981,25.03,1.793241,61.53
2022-01-11 00:00:00,2023-01-11 00:00:00,2022-01-12 00:00:00,2023-01-11 00:00:00,-16.83,-0.359023,-14.67,-0.533703,-2.16
2023-07-19 00:00:00,2024-07-18 00:00:00,2023-07-20 00:00:00,2024-07-18 00:00:00,67.39,2.430285,23.93,1.980602,43.46
2022-11-24 00:00:00,2023-11-24 00:00:00,2022-11-28 00:00:00,2023-11-24 00:00:00,67.28,2.147849,16.81,1.175844,50.47
2023-02-19 00:00:00,2024-02-19 00:00:00,2023-02-22 00:00:00,2024-02-16 00:00:00,85.85,2.933849,27.24,2.056327,58.61
2022-08-03 00:00:00,2023-08-03 00:00:00,2022-08-04 00:00:00,2023-08-03 00:00:00,56.77,1.654335,10.14,0.612816,46.63
2024-01-22 00:00:00,2025-01-21 00:00:00,2024-01-23 00:00:00,2025-01-21 00:00:00,122.24,2.886151,12.33,2.123742,109.91
2023-08-02 00:00:00,2024-08-01 00:00:00,2023-08-03 00:00:00,2024-08-01 00:00:00,65.6,2.277663,22.27,1.861109,43.33
